164,2,0,0,1,1,0,0,0,0
1,46,0,0,10,0,0,0,0,0
1,2,22,1,0,0,0,0,0,0
0,0,1,37,0,1,3,0,0,0
0,0,0,0,73,0,0,0,0,0
2,0,0,0,0,60,2,1,0,1
0,0,0,0,0,2,63,0,0,0
3,0,0,0,0,0,0,50,0,0
1,0,0,0,0,1,0,0,49,0
0,0,0,0,0,0,0,0,1,43
